CustomerId,Gender,Age,Geography,Bank DOJ,Category,EstimatedSalary,Balance,CreditScore,Tenure,NumOfProducts,IsActiveMember,Exit
15569446,Female,34,France,7/14/2017 0:00,credit card holder,187985.85,122338.43,732,6,2,Not Active,Retain
15569451,Male,35,France,7/12/2017 0:00,credit card holder,118113.64,101257.16,463,5,1,Active,Retain
15569452,Female,58,Germany,1/26/2016 0:00,non credit card holder,193502.9,116353.2,652,7,2,Active,Retain
15569503,Male,44,France,8/18/2019 0:00,credit card holder,159899.97,0,765,4,2,Active,Retain
15569526,Male,40,France,7/26/2018 0:00,non credit card holder,77977.69,98627.13,601,5,2,Not Active,Retain
15569571,Female,46,Germany,11/19/2019 0:00,credit card holder,120376.87,87361.02,584,3,2,Not Active,Exit
15569572,Male,42,France,2/19/2019 0:00,credit card holder,106197.44,0,778,4,2,Active,Retain
15569590,Male,42,Germany,6/21/2016 0:00,credit card holder,40014.76,98495.72,601,7,1,Not Active,Exit
15569595,Female,50,France,3/25/2016 0:00,credit card holder,8199.5,0,678,7,1,Not Active,Retain
15569624,Female,31,Germany,4/11/2019 0:00,credit card holder,145567.34,105864.6,671,3,2,Not Active,Retain
15569626,Male,35,Spain,12/27/2019 0:00,credit card holder,109794.31,110080.3,577,3,1,Active,Retain
15569641,Female,41,Germany,12/9/2016 0:00,credit card holder,59354.24,130701.29,692,7,1,Not Active,Exit
15569654,Female,31,Germany,4/5/2017 0:00,non credit card holder,35534.68,51293.47,850,6,1,Not Active,Retain
15569666,Female,45,France,10/26/2016 0:00,non credit card holder,172674.36,0,517,6,1,Not Active,Exit
15569670,Male,30,Germany,11/30/2017 0:00,credit card holder,118029.09,112372.96,627,5,1,Active,Retain
15569678,Male,32,Germany,8/8/2016 0:00,credit card holder,139451.98,166824.59,561,7,1,Not Active,Retain
15569682,Male,37,Germany,9/22/2018 0:00,credit card holder,41788.25,108308.11,768,5,1,Not Active,Exit
15569759,Female,27,France,9/19/2019 0:00,credit card holder,163113.41,0,583,4,3,Not Active,Retain
15569764,Female,41,Germany,10/12/2017 0:00,credit card holder,158408.23,154007.21,687,5,1,Not Active,Retain
15569807,Female,34,France,2/4/2018 0:00,credit card holder,20598.59,42157.08,673,5,1,Not Active,Exit
15569867,Female,29,France,5/29/2016 0:00,credit card holder,19842.11,0,529,7,2,Not Active,Retain
15569878,Male,37,France,11/14/2018 0:00,credit card holder,3232.82,96651.03,592,4,1,Active,Retain
15569892,Male,35,France,6/17/2018 0:00,credit card holder,101699.77,57369.61,516,5,1,Active,Retain
15569917,Male,30,Spain,9/5/2018 0:00,non credit card holder,137674.55,87609.68,706,5,2,Not Active,Exit
15569945,Male,29,Spain,7/19/2018 0:00,credit card holder,69113.14,0,509,5,2,Not Active,Retain
15569976,Male,65,Germany,4/6/2018 0:00,credit card holder,121529.59,136186.44,754,5,1,Active,Exit
15570002,Female,55,Germany,8/24/2016 0:00,non credit card holder,135853.62,118772.71,625,7,4,Not Active,Exit
15570004,Male,31,France,11/11/2016 0:00,credit card holder,121866.87,0,850,6,2,Not Active,Retain
15570051,Female,38,Germany,4/1/2019 0:00,non credit card holder,153122.58,179886.41,775,4,2,Not Active,Retain
15570060,Female,43,France,9/27/2016 0:00,credit card holder,67046.83,132558.26,586,6,1,Not Active,Exit
15570073,Male,57,Spain,11/19/2017 0:00,credit card holder,195940.96,0,721,5,1,Active,Retain
15570086,Male,18,Germany,10/6/2019 0:00,non credit card holder,4777.23,90544,684,4,1,Active,Retain
15570087,Female,44,France,12/12/2018 0:00,credit card holder,115452.51,142989.69,664,4,1,Active,Exit
15570134,Female,35,France,6/5/2019 0:00,credit card holder,37976.36,187530.66,683,4,2,Active,Retain
15570141,Female,34,France,9/17/2017 0:00,credit card holder,80320.3,132352.69,724,6,1,Not Active,Retain
15570145,Female,23,France,12/20/2017 0:00,credit card holder,153983.99,0,763,5,2,Not Active,Retain
15570192,Female,40,Germany,12/31/2018 0:00,non credit card holder,61164.45,121729.42,608,4,1,Not Active,Retain
15570194,Male,29,France,7/27/2019 0:00,non credit card holder,12510.53,0,412,4,2,Not Active,Retain
15570205,Male,36,Spain,5/24/2019 0:00,credit card holder,147758.51,0,682,4,2,Active,Retain
15570271,Male,31,Spain,10/11/2019 0:00,credit card holder,196395.25,0,577,3,1,Active,Retain
15570289,Male,43,Germany,3/9/2019 0:00,credit card holder,66893.28,103409.16,697,4,1,Not Active,Exit
15570299,Female,31,Germany,2/21/2019 0:00,credit card holder,99298.8,152622.34,584,4,1,Not Active,Retain
15570326,Male,34,France,10/11/2019 0:00,credit card holder,99128.13,0,621,3,2,Active,Retain
15570360,Female,35,France,8/14/2016 0:00,non credit card holder,125986.18,0,641,7,2,Not Active,Retain
15570379,Male,51,Spain,6/3/2018 0:00,non credit card holder,85250.77,88827.53,669,5,1,Not Active,Exit
15570414,Male,41,Spain,5/3/2017 0:00,non credit card holder,136435.75,115251.64,618,6,1,Not Active,Retain
15570417,Male,35,France,5/23/2018 0:00,credit card holder,4460.2,0,579,5,2,Not Active,Retain
15570485,Male,40,Spain,12/7/2019 0:00,non credit card holder,92378.54,161766.87,558,4,1,Not Active,Retain
15570508,Male,49,France,8/3/2016 0:00,credit card holder,91347.76,90218.9,600,7,1,Not Active,Retain
15570533,Female,55,Germany,4/22/2017 0:00,non credit card holder,75685.59,131033.76,621,6,1,Active,Exit
15570601,Female,47,France,7/11/2019 0:00,credit card holder,33823.5,122031.55,785,3,1,Active,Exit
15570629,Female,72,Germany,2/28/2019 0:00,credit card holder,99920.41,138089.97,655,4,2,Active,Retain
15570681,Male,24,France,8/30/2016 0:00,credit card holder,89734.7,116084.32,560,7,1,Not Active,Retain
15570769,Male,69,France,9/17/2019 0:00,credit card holder,24489.44,93320.8,494,4,1,Active,Retain
15570835,Female,57,Germany,9/15/2019 0:00,credit card holder,41229.73,112044.72,491,4,1,Active,Exit
15570855,Male,38,France,9/12/2019 0:00,credit card holder,77864.41,0,670,3,2,Active,Retain
15570857,Female,39,Germany,5/22/2016 0:00,credit card holder,147578.26,111213.64,677,7,2,Active,Retain
15570859,Male,36,Germany,6/8/2018 0:00,credit card holder,57531.14,181671.16,626,5,2,Active,Retain
15570895,Male,42,France,6/15/2018 0:00,credit card holder,38866.85,163548.07,608,5,1,Not Active,Retain
15570908,Female,29,Spain,6/27/2016 0:00,non credit card holder,113050.92,93617.07,687,7,1,Active,Retain
15570912,Female,32,Germany,6/18/2019 0:00,credit card holder,152643.48,127772.1,728,4,2,Active,Retain
15570931,Male,61,France,12/24/2017 0:00,non credit card holder,31641.52,0,620,5,1,Not Active,Exit
15570932,Male,43,France,9/24/2017 0:00,credit card holder,119100.05,137780.74,666,5,2,Active,Exit
15570943,Female,35,Germany,10/12/2016 0:00,credit card holder,120586.32,133607.75,711,6,1,Active,Retain
15570947,Female,29,Spain,5/27/2019 0:00,credit card holder,126396.01,143330.56,615,4,2,Active,Retain
15570970,Female,42,France,6/7/2019 0:00,credit card holder,51362.82,0,647,4,2,Active,Retain
15570990,Female,30,Spain,1/31/2016 0:00,non credit card holder,145160.96,145222.99,520,7,2,Not Active,Retain
15571002,Female,44,France,4/25/2017 0:00,non credit card holder,69865.49,129605.99,706,6,1,Not Active,Retain
15571059,Female,54,France,10/24/2017 0:00,credit card holder,130805.54,0,734,5,1,Not Active,Exit
15571065,Female,39,Spain,4/21/2017 0:00,credit card holder,94977.3,0,532,6,2,Not Active,Retain
15571081,Female,41,France,6/10/2019 0:00,credit card holder,57549.65,190238.93,773,3,1,Active,Retain
15571121,Female,50,France,6/30/2019 0:00,non credit card holder,3159.15,138340.06,670,4,1,Active,Retain
15571144,Male,28,France,8/5/2019 0:00,non credit card holder,126565.21,0,655,4,2,Active,Retain
15571148,Female,21,Spain,7/2/2019 0:00,non credit card holder,28726.07,0,645,4,2,Not Active,Retain
15571193,Male,42,Germany,1/1/2017 0:00,credit card holder,22497.1,144386.32,579,6,1,Active,Exit
15571221,Male,58,Germany,7/4/2016 0:00,credit card holder,190696.35,116313.57,747,7,1,Active,Exit
15571244,Female,33,Spain,9/6/2016 0:00,non credit card holder,141426.78,0,809,7,2,Active,Retain
15571261,Female,35,Germany,9/9/2019 0:00,credit card holder,53954.24,126077.43,714,4,2,Active,Retain
15571281,Male,28,France,10/10/2018 0:00,credit card holder,74687.37,79562.98,651,4,1,Active,Retain
15571284,Male,32,Germany,1/10/2018 0:00,credit card holder,56176.31,109528.16,756,4,2,Active,Retain
15571302,Male,72,Germany,12/5/2017 0:00,credit card holder,78695.68,94216.05,529,6,1,Active,Retain
15571305,Female,35,Germany,4/30/2017 0:00,credit card holder,179866.01,103060.63,588,6,1,Not Active,Exit
15571415,Male,56,Germany,9/18/2017 0:00,credit card holder,46791.09,151802.29,805,6,1,Not Active,Exit
15571476,Male,38,Spain,7/11/2019 0:00,non credit card holder,158344.63,103257.14,635,3,1,Not Active,Retain
15571529,Female,48,Germany,3/18/2017 0:00,credit card holder,57594.78,138232.24,650,6,1,Not Active,Retain
15571550,Male,39,France,2/3/2019 0:00,credit card holder,80963.92,0,699,4,1,Not Active,Retain
15571571,Female,31,Germany,2/19/2016 0:00,credit card holder,176433.6,127331.46,680,7,3,Active,Retain
15571586,Male,29,Spain,12/17/2016 0:00,credit card holder,2705.31,159035.45,524,6,1,Not Active,Exit
15571666,Male,30,Germany,4/14/2019 0:00,non credit card holder,43250.54,134497.27,642,4,1,Not Active,Retain
15571689,Female,37,France,10/9/2018 0:00,credit card holder,27528.4,0,740,5,2,Active,Retain
15571752,Female,32,Germany,10/3/2018 0:00,credit card holder,43595.9,92041.87,668,5,1,Active,Retain
15571756,Female,28,France,7/12/2017 0:00,credit card holder,59351.68,0,724,5,1,Not Active,Retain
15571778,Female,55,France,8/12/2019 0:00,credit card holder,95941.55,117561.49,817,3,1,Not Active,Exit
15571816,Female,70,Spain,11/12/2018 0:00,credit card holder,705.18,0,850,4,1,Active,Retain
15571843,Male,24,Spain,11/4/2019 0:00,credit card holder,98802.76,0,486,4,1,Not Active,Retain
15571869,Female,50,Germany,3/31/2019 0:00,non credit card holder,166386.22,112650.89,669,4,1,Not Active,Exit
15571873,Male,24,France,10/18/2019 0:00,credit card holder,51959.82,107065.31,655,3,1,Active,Retain
15571917,Female,38,Germany,12/20/2018 0:00,credit card holder,72985.61,137657.71,771,4,2,Not Active,Retain
15571928,Female,43,France,12/4/2016 0:00,credit card holder,115136.51,0,679,7,3,Not Active,Exit
15571940,Male,22,Spain,4/21/2018 0:00,credit card holder,49829.8,118680.57,579,5,1,Active,Retain
15571958,Male,40,Spain,9/23/2017 0:00,credit card holder,171867.08,221532.8,489,5,1,Not Active,Retain
15571973,Female,38,France,8/30/2018 0:00,credit card holder,169291.7,169824.46,776,5,1,Not Active,Retain
15571995,Female,33,Germany,7/2/2019 0:00,credit card holder,26362.4,118897.1,775,4,2,Active,Retain
15572021,Female,29,Germany,5/27/2016 0:00,credit card holder,70223.22,80204.11,798,7,2,Not Active,Retain
15572022,Female,36,France,3/31/2019 0:00,non credit card holder,690.84,0,605,4,1,Active,Retain
15572038,Male,35,Germany,6/25/2018 0:00,credit card holder,188891.96,113948.58,660,5,1,Not Active,Exit
15572050,Male,48,Germany,4/15/2017 0:00,credit card holder,24533.89,122831.58,768,6,1,Active,Exit
15572051,Male,40,France,11/24/2019 0:00,credit card holder,144874.67,0,721,3,1,Active,Retain
15572073,Male,35,Spain,4/1/2019 0:00,credit card holder,62634.94,0,663,4,2,Active,Retain
15572093,Female,24,France,4/16/2018 0:00,credit card holder,129001.3,140453.91,613,5,1,Not Active,Retain
15572114,Male,40,Spain,2/7/2016 0:00,credit card holder,3258.6,121629.22,673,7,1,Active,Retain
15572145,Female,34,France,11/19/2019 0:00,credit card holder,94767.77,0,767,3,2,Not Active,Retain
15572158,Male,41,Spain,12/16/2017 0:00,non credit card holder,11819.84,0,604,5,1,Not Active,Retain
15572174,Male,29,France,9/27/2019 0:00,non credit card holder,71192.82,148874.01,825,3,2,Active,Retain
15572182,Female,33,Germany,12/11/2019 0:00,credit card holder,45445.78,106506.77,505,3,3,Not Active,Exit
15572265,Male,46,Germany,6/11/2018 0:00,credit card holder,45041.32,170826.55,646,4,2,Not Active,Retain
15572291,Male,40,France,8/9/2019 0:00,non credit card holder,117122.5,132308.22,825,4,1,Not Active,Retain
15572294,Male,28,France,1/27/2018 0:00,non credit card holder,129526.57,0,623,5,1,Not Active,Retain
15572356,Male,73,Spain,4/23/2019 0:00,non credit card holder,167969.15,108555.07,689,4,1,Active,Retain
15572360,Male,30,France,11/29/2017 0:00,non credit card holder,79240.9,57657.49,683,5,1,Not Active,Retain
15572361,Female,34,Germany,2/10/2018 0:00,credit card holder,199420.41,164011.48,790,4,1,Not Active,Retain
15572374,Male,36,Spain,9/13/2016 0:00,non credit card holder,108377.82,0,733,7,2,Active,Retain
15572390,Female,39,Spain,12/25/2017 0:00,credit card holder,103921.43,0,850,5,2,Not Active,Retain
15572398,Female,39,Spain,6/21/2016 0:00,credit card holder,164018.98,0,614,7,2,Active,Retain
15572408,Male,39,Germany,4/26/2018 0:00,credit card holder,63846.36,149887.49,714,5,2,Not Active,Retain
